поставщик;артикул;наименование;штук;документ;категория;код МС;внешний код (мусор);вариантов;вариант 1 код;вариант 1 наименование;вариант 1 вердикт;вариант 2 код;вариант 2 наименование;вариант 3 код;вариант 3 наименование
vtt;9897151;Драм-юнит NetProduct (N-DK-3130) для Kyocera FS-4100DN/4200DN, Восстановленный, 500К;23.0;vtt_2026-08-18_p1;;;MF-r516OjSxyvbg7MMJ0C0;3;3956;Картридж Kyocera Mita DK-3130 для  Ecosys M3550idn/M3560idn/FS4100/DN, drum, 500000 стр., Blossom;"не указано в каталоге: цвет, чип; из каталога ТК: цвет, ресурс/объём, бренд";0865;TC-K3130 Тонер-картридж T2 для Kyocera FS-4200DN/4300DN/ECOSYS M3550idn (25000 стр.) с чипом;0864;Картридж лазерный Cactus CS-TK3110 TK-3110 черный (15500стр.) для Kyocera Ecosys FS-4100DN/4200DN/4300DN;
vtt;9897164;Драм-юнит Hi-Black (HB-DK-3170) для Kyocera P3045dn/M3145dn/M3645dn, Восстановленный, 300К;10.0;vtt_2026-08-18_p1;;;zz6o2hMdixHKEnbmnMtIc0;5;3742;Драм-картридж EasyPrint DK-3170 для Kyocera ECOSYS P3045dn/P3145DN/M3145DN/M3645DN (300000 стр.) DK-3170;"не указано в каталоге: цвет, чип; из каталога ТК: цвет, ресурс/объём, бренд";6705;Комплект фотобарабан DK-3170 DU + картридж TK-3160XL Kyocera;2164;Картридж лазерный CopyRite CR-KYTK3160 TK-3160 черный (12500стр.) для Kyocera P3045dn/M3145dn/M3645dn;
vtt;9897218;Драм-юнит Hi-Black (HB-013R00662) для Xerox WC 7525/7530/7535/7545/7556/7830/7835, 125K;180.0;vtt_2026-08-18_p1;;;lqozowgyhfpjLd63fQmmJ1;3;1851;Картридж Xerox 013R00662 DRUM WC7500ser/7800ser 125K SuperFine;"не указано в каталоге: цвет, чип; из каталога ТК: ресурс/объём, бренд";6663;Фотобарабан + картридж 013R00662 DU+006R01517 Xerox;5826;Картридж для Xerox 013R00692 C-310/C-315 CMYK DRUM 125K БЕЗ БЛОКА ПРОЯВКИ White Box (Совместимый);
vtt;9897219;Тонер-картридж Hi-Black (HB-W9014MC) для HP LJ MFP E82540/E82550/E82560, 69K;14.0;vtt_2026-08-18_p8;;;9X7No0pShWFHZM5crYk8q3;4;5588;Тонер-картридж Smart Graphics W9014MC для HP LJ E82540, LJ E82550, LJ E82560 (Чёрный, 69000 стр.), совместимый;"не указано в каталоге: цвет; из каталога ТК: цвет, ресурс/объём, чип, бренд";4491;Тонер-картридж Hi-Black (HB-W9037MC) для HP LaserJet E82540/E82550/E82560, 58K;6946;Картридж для HP W9016MC HP LJ-E82560/E82550 БУНКЕР ОТРАБОТКИ 300K Black Smart Graphics (Совместимый);
vtt;989999183080;Тонер-картридж NetProduct (N-106R01631) для Xerox Phaser 6000/6010/WC6015, C, 1K;394.0;vtt_2026-08-18_p8;;;MwMSHCMzjuM5MYnUs0Xjy1;1;0790;Тонер-картридж Hi-Black (HB-106R01631) для Xerox Phaser 6000/6010/WC6015, C, 1K;"НЕ СОВПАЛО: ресурс/объём; не указано в каталоге: чип; из каталога ТК: цвет, ресурс/объём, бренд";;;;;
vtt;9899991977;Тонер-картридж Hi-Black (HB-106R03396) для Xerox VersaLink B7025/B7030/B7035, 31K;331.0;vtt_2026-08-18_p8;;;9bcwDe5ugaAF72CQiFBBB3;4;3203;B7025 Тонер-картридж EasyPrint LX-B7025 для Xerox VersaLink B7025/B7030/B7035 (31000 стр.) черный, с чипом 106R03396;"не указано в каталоге: цвет; из каталога ТК: цвет, ресурс/объём, бренд";6684;Комплект фотобарабан 113R00779 DU + картридж 106R03396 Xerox;3616;B7025D Драм-картридж EasyPrint DX-B7025 для Xerox VersaLink B7025/B7030/B7035 (80000 стр.) с чипом 113R00779;
vtt;9911302840;Тонер-картридж NetProduct (N-TN-116/TN-118) для Konica Minolta Bizhub 164, 5,5K;80.0;vtt_2026-08-18_p9;;;7L0W0c9-jEbyIRCbJ9aJ91;3;1293;Тонер-картридж NetProduct (N-TN-116/TN-118) для Konica Minolta Bizhub 164/165/184/185, 11K;"НЕ СОВПАЛО: ресурс/объём; не указано в каталоге: цвет, чип; из каталога ТК: цвет, ресурс/объём, бренд";6405;Картридж  TN-116/TN-118 для Konica Minolta (2 шт.), ресурс;5370;Картридж TN-118 12000 копий ProfiLine;
vtt;99620040;Тонер-картридж Hi-Black (HB-CB380A/CB390A) для HP CLJ CP6015dn/CM6030, Bk, 16,5K/19,5K;7.0;vtt_2026-08-18_p9;;;FsKhs-gyiUWqhli3TyVjC0;4;0765;Картридж HP CB380A для CLJ CP6015dn/CM6030/6040MFP, black,16 500 стр.,Blossom;"не указано в каталоге: чип; из каталога ТК: цвет, ресурс/объём, бренд";1664;Картридж Sakura CB390A (825A) для HP СLJ CM6030/CM6040, черный, 19500 к.;6666;Комплект фотобарабан CB384A + картридж CB390A HP;
vtt;99620050;Тонер-картридж Hi-Black (HB-CB381A) для HP CLJ CP6015dn/CM6030/6040MFP, Восстанов, C, 21K;5.0;vtt_2026-08-18_p9;;;v0kB7bcyigKkbe6iB9ODk3;2;0766;Картридж HP CB381A для CLJ CP6015dn/CM6030/6040MFP, cyan, 21000 стр.,Blossom;"не указано в каталоге: чип; из каталога ТК: цвет, ресурс/объём, бренд";1663;Драм-картридж PL-CB385A (№824A) для принтеров HP Color LaserJet CP6015/CP6015dn/CP6015n/CP6015xh/CM6030/CM6030f/CM6040/CM6040f Cyan Drum 35000 копий ProfiLine;;;
vtt;99620060;Тонер-картридж Hi-Black (HB-CB382A) для HP CLJ CP6015dn/CM6030/6040MFP, Восстанов, Y, 21K;6.0;vtt_2026-08-18_p9;;;lVMEuiDcg2saKpjTEhfNp2;2;0767;Картридж HP CB382A для CLJ CP6015dn/CM6030/6040MFP, yellow, 21 000 стр.,Blossom;"не указано в каталоге: чип; из каталога ТК: цвет, ресурс/объём, бренд";0003;Драм-картридж PL-CB386A (№824A) для принтеров HP Color LaserJet CP6015/CP6015dn/CP6015n/CP6015xh/CM6030/CM6030f/CM6040/CM6040f Yellow Drum 35000 копий ProfiLine;;;
vtt;99620070;Тонер-картридж Hi-Black (HB-CB383A) для HP CLJ CP6015dn/CM6030/6040MFP, Восстанов, M, 21K;6.0;vtt_2026-08-18_p9;;;sjchLUgsimd-754uBA0C93;2;0768;Картридж HP CB383A для CLJ CP6015dn/CM6030/6040MFP, magenta, 21 000 стр.,Blossom;"не указано в каталоге: чип; из каталога ТК: цвет, ресурс/объём, бренд";0180;Блок фотобарабана Cactus CS-CB387AR CB387A пурпурный цв:35000стр. для CLJ CM6030/6040/CP6015 HP;;;
vtt;99690866;Драм-юнит Hi-Black (HB-C-EXV14D/NPG-28/GPR-18) для Canon iR 2016/2020/2320, 45K;93.0;vtt_2026-08-18_p1;;;AzYzewCZjXa0tvWilItbj2;3;0832;Драм картридж C-EXV14D 55k SP;"не указано в каталоге: цвет, чип; из каталога ТК: цвет, ресурс/объём, бренд";0108;Совместимый картридж Colortek NPG-28;5356;Картридж лазерный G&G GG-CEXV14 GPR-18/C-EXV14/NPG-28 черный (8300стр.) для Canon IR 2016/2016I/2016J/2018/2018I/2020/2020S/2020I/2020J/2022/2022I/2025/2030/2166J/2120J/2120S/2318L/2320/2320N/2420D;
vtt;996908660;Драм-юнит NetProduct (N-C-EXV14D/NPG-28/GPR-18) для Canon iR 2016/2020/2320, 45K;64.0;vtt_2026-08-18_p1;;;Fynsvhhji6oxCD2wK5iUy3;3;0832;Драм картридж C-EXV14D 55k SP;"не указано в каталоге: цвет, чип; из каталога ТК: цвет, ресурс/объём, бренд";0108;Совместимый картридж Colortek NPG-28;5356;Картридж лазерный G&G GG-CEXV14 GPR-18/C-EXV14/NPG-28 черный (8300стр.) для Canon IR 2016/2016I/2016J/2018/2018I/2020/2020S/2020I/2020J/2022/2022I/2025/2030/2166J/2120J/2120S/2318L/2320/2320N/2420D;
vtt;99690867;Драм-юнит Hi-Black (HB-C-EXV32/33D) для Canon iR 2520/25/35/45, 70K;4.0;vtt_2026-08-18_p1;;;9cPlL8ZThh8iGRNqRohQW3;3;2959;Фотобарабан C-EXV32/33 DU (2772B003) CT;"НЕ СОВПАЛО: ресурс/объём; не указано в каталоге: цвет, чип; из каталога ТК: цвет, ресурс/объём, бренд";1288;Тонер-картридж Smart Graphics C-EXV32 для Canon IR 2535, 2545 (Чёрный, 19400 стр.), совместимый;6654;Комплект фотобарабан C-EXV32 DU + картридж C-EXV32 Canon;
vtt;997015911;Картридж Hi-Black (HB-CE250X) для HP CLJ CP3525/CM3530, Восстановленный, Bk, 10,5K;15.0;vtt_2026-08-18_p4;;;hqyyWYmOj17K3ohmWyAUc2;3;0752;TC-H250X Картридж T2 для HP CLJ CP3525n/CM3530 (10 500 стр.) черный, с чипом, восстановленный;из каталога ТК: цвет, ресурс/объём, бренд;0347;Картридж HP UNIVERSAL CE250X/CE400X Black Compatible;0748;Картридж лазерный Cactus CS-CE250A CE250A черный (5000стр.) для HP CLJ CP3525/CM3530;
vtt;9970159111;Картридж NetProduct (N-CE251A) для HP CLJ CP3525/CM3530, Восстановленный, C, 7K;9.0;vtt_2026-08-18_p4;;;BwScTcP1gCl8wejcY3vw80;3;0749;TC-H251 Картридж T2 для HP CLJ CP3525n/CM3530 (7000 стр.) голубой, с чипом, восстановленный;из каталога ТК: цвет, ресурс/объём, бренд;0348;Картридж HP UNIVERSAL CE251A/CE401A Cyan Compatible;3414;Картридж лазерный Cactus CS-CE251X-MPS голубой (11000стр.) для HP CLJ CP3525/CM3530;
vtt;9970159112;Картридж NetProduct (N-CE252A) для HP CLJ CP3525/CM3530, Восстановленный, Y, 7K;14.0;vtt_2026-08-18_p4;;;K0J-yzvLidcXnvHsG2IZo3;3;0750;TC-H252 Картридж T2 для HP CLJ CP3525n/CM3530 (7000 стр.) желтый, с чипом, восстановленный;из каталога ТК: цвет, ресурс/объём, бренд;0349;Картридж HP UNIVERSAL CE252A/CE402A Yellow Compatible;3416;Картридж лазерный Cactus CS-CE252X-MPS желтый (11000стр.) для HP CLJ CP3525/CM3530;
vtt;997015912;Картридж Hi-Black (HB-CE251A) для HP CLJ CP3525/CM3530, Восстановленный, C, 7K;18.0;vtt_2026-08-18_p4;;;Hf18Mplthe95lsdAa-kVY1;3;0749;TC-H251 Картридж T2 для HP CLJ CP3525n/CM3530 (7000 стр.) голубой, с чипом, восстановленный;из каталога ТК: цвет, ресурс/объём, бренд;0348;Картридж HP UNIVERSAL CE251A/CE401A Cyan Compatible;3414;Картридж лазерный Cactus CS-CE251X-MPS голубой (11000стр.) для HP CLJ CP3525/CM3530;
vtt;997015913;Картридж Hi-Black (HB-CE252A) для HP CLJ CP3525/CM3530, Восстановленный, Y, 7K;17.0;vtt_2026-08-18_p4;;;I5IDuXMphY-gZvyAEuIOt0;3;0750;TC-H252 Картридж T2 для HP CLJ CP3525n/CM3530 (7000 стр.) желтый, с чипом, восстановленный;из каталога ТК: цвет, ресурс/объём, бренд;0349;Картридж HP UNIVERSAL CE252A/CE402A Yellow Compatible;3416;Картридж лазерный Cactus CS-CE252X-MPS желтый (11000стр.) для HP CLJ CP3525/CM3530;
vtt;997015914;Картридж Hi-Black (HB-CE253A) для HP CLJ CP3525/CM3530, Восстановленный, M, 7K;15.0;vtt_2026-08-18_p4;;;IHii9xGGj1ripSy34ywcJ0;3;0751;TC-H253 Картридж T2 для HP CLJ CP3525n/CM3530 (7000 стр.) пурпурный, с чипом, восстановленный;из каталога ТК: цвет, ресурс/объём, бренд;0350;Картридж HP UNIVERSAL CE253A/CE403A Magenta Compatible;3415;Картридж лазерный Cactus CS-CE253X-MPS пурпурный (11000стр.) для HP CLJ CP3525/ CM3530;
vtt;9970159550;Драм-юнит NetProduct (N-CE314A) для HP CLJ CP1025/CP1025nw/M175/176/177/275, 14K/7K;197.0;vtt_2026-08-18_p1;;;-xvfL6uniO5znmS8xulJ93;8;1189;Фотобарабан Sakura CE314A (126A) для HP MFP-M175a/MFP-M175nw/MFP-CP1025/MFP-CP1025nw, черный, 14000 к.;"не указано в каталоге: цвет, чип; из каталога ТК: цвет, ресурс/объём, бренд";6618;Комплект фотобарабан CE314A + картриджи CE310A-CE313A HP;0370;Комплект картриджей GP-CE310-CE313/CF350A-CF353A/729 (№126A №130A) для принтеров HP Color LaserJet Pro M175/M175a/M175nw/M275/M275nw/CP1020/CP1025/CP1025nw/M176/M176n/M177/M177fw/Canon i-SENSYS LBP7010/LBP7018/LBP7010C/LBP7018C BK/C/M/Y 1200/3*1000 к;
vtt;997015958;Картридж Hi-Black (HB-CE260X) для HP CLJ CP4025/4525, Восстановленный, Bk, 17K;80.0;vtt_2026-08-18_p4;;;xw3kTkaohA3Vo9OoseLQ73;2;0407;Картридж Sakura CE260X (647X) для HP LJ CP4520/LJ CP3525n/LJ CP4020/LJ CP4025, черный, 17000 к.;"не указано в каталоге: чип; из каталога ТК: цвет, ресурс/объём, бренд";3155;Картридж лазерный Cactus CS-CE260AV черный (8500стр.) для HP LJ CP4025/CP4525/CM4540;;;
vtt;9970159580;Картридж Hi-Black (HB-CE262A) для HP CLJ CP4025/4525, Восстановленный, Y, 11K;126.0;vtt_2026-08-18_p4;;;Yus4va5DiMOTQEw7Yyj3s0;1;0409;Картридж лазерный Cactus CS-CE262AR желтый (11000стр.) для HP LJ CP4025/CP4525/CM4540;"не указано в каталоге: чип; из каталога ТК: цвет, ресурс/объём, бренд";;;;;
vtt;9970159581;Картридж Hi-Black (HB-CE263A) для HP CLJ CP4025/4525, Восстановленный, M, 11K;41.0;vtt_2026-08-18_p4;;;-w0HF9lkgzap2EKpmiSj20;1;0410;Картридж лазерный Cactus CS-CE263AR пурпурный (11000стр.) для HP LJ CP4025/CP4525;"не указано в каталоге: чип; из каталога ТК: цвет, ресурс/объём, бренд";;;;;
vtt;997015959;Картридж Hi-Black (HB-CE261A) для HP CLJ CP4025/4525, Восстановленный, C, 11K;128.0;vtt_2026-08-18_p4;;;9X0HNNdljTGEjhdAxRq-61;1;0408;Картридж лазерный Cactus CS-CE261A CE261A голубой (11000стр.) для HP LJ CP4025/CP4525/CM4540;"не указано в каталоге: чип; из каталога ТК: цвет, ресурс/объём, бренд";;;;;
vtt;9970159590;Картридж NetProduct (N-CE260X) для HP CLJ CP4025/4525, Восстановленный, Bk, 17K;20.0;vtt_2026-08-18_p4;;;XgsQawJghxLdvAbzIC4TU1;2;0407;Картридж Sakura CE260X (647X) для HP LJ CP4520/LJ CP3525n/LJ CP4020/LJ CP4025, черный, 17000 к.;"не указано в каталоге: чип; из каталога ТК: цвет, ресурс/объём, бренд";3155;Картридж лазерный Cactus CS-CE260AV черный (8500стр.) для HP LJ CP4025/CP4525/CM4540;;;
vtt;9970159591;Картридж NetProduct (N-CE261A) для HP CLJ CP4025/4525, Восстановленный, C, 11K;19.0;vtt_2026-08-18_p4;;;Bsfn5rAXhdT4le47Avald2;1;0408;Картридж лазерный Cactus CS-CE261A CE261A голубой (11000стр.) для HP LJ CP4025/CP4525/CM4540;"не указано в каталоге: чип; из каталога ТК: цвет, ресурс/объём, бренд";;;;;
vtt;9970159592;Картридж NetProduct (N-CE263A) для HP CLJ CP4025/4525, Восстановленный, M, 11K;18.0;vtt_2026-08-18_p4;;;GtibGaD8hrNEKtttPItY40;1;0410;Картридж лазерный Cactus CS-CE263AR пурпурный (11000стр.) для HP LJ CP4025/CP4525;"не указано в каталоге: чип; из каталога ТК: цвет, ресурс/объём, бренд";;;;;
vtt;9970159593;Картридж NetProduct (N-CE262A) для HP CLJ CP4025/4525, Восстановленный, Y, 11K;19.0;vtt_2026-08-18_p4;;;lVppJUSFjjxHXgCy9U3j82;1;0409;Картридж лазерный Cactus CS-CE262AR желтый (11000стр.) для HP LJ CP4025/CP4525/CM4540;"не указано в каталоге: чип; из каталога ТК: цвет, ресурс/объём, бренд";;;;;
vtt;999010044;Картридж Hi-Black (HB-CF330X) для HP CLJ M651n/651dn/651xh, №654X, Восстанов., Bk, 20,5K;18.0;vtt_2026-08-18_p4;;;dqYNs2wGhfZ7mNOvyfc4P2;2;0880;TC-HCF330X Картридж T2 для HP CLJ Enterprise M651n/M651dn/M651xh (20500стр.) черный, с чипом;из каталога ТК: цвет, ресурс/объём, бренд;1174;Картридж PL-CF320A (№652A) для принтеров HP Color LaserJet M651/M651dn/M651n/M651xh/M680/M680dn/M680f/M680z Black 11500 копий ProfiLine;;;
vtt;CF289X;Тонер-картридж 89X для HP LJ M507/MFP M528, 10К чёрный CF289X;12.0;vtt_2026-08-18_p9;Оригинальные картриджи/Картриджи лазерные HP;;fYHaY3LriRg3A7dZaDWmN1;6;4832;Картридж Cactus CS-CF289XRU черный (10000стр.) для HP LJ M507/MFP M528;"не указано в каталоге: чип; из каталога ТК: цвет, ресурс/объём, чип, бренд";6871;Картридж Cactus CS-CF289YRU черный (20000стр.) для HP LJ M507/MFP M528, с чипом;4795;Тонер-картридж GP-CF289Y (№89Y) для принтеров HP LaserJet M507/M528 20000 копий GalaPrint;
